title,release_year,imdb_link,plot_des,runtime,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating,award,critic_score,audience_score,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,rotten_link,count_award
ANNA,2019,https://www.imdb.com/title/tt7456310/,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,118,"EUR30,690,000","$3,600,647,","$31,626,978",Summit Entertainment,R,0,33,81,"Jun 21, 2019",,"Aug 27, 2019","['action', 'mysteryandthriller']","['Aleksey Maslodudov', 'Gilles Boillot', 'Anna Krippa', 'Lera Abova', 'Luc Besson', 'Eric Godon', 'Jason Cloth', 'Julien Rey', 'Eric Serra', 'Luke Evans', 'Sasha Petrov', 'Nikita Pavlenko', 'Marc Shmuger', 'Thierry Arbogast', 'Hugues Tissandier', 'Helen Mirren', 'Cillian Murphy', 'Sasha Luss']",['Luc Besson'],https://www.rottentomatoes.com/m/anna_2019,0
GLEASON,2016,https://www.imdb.com/title/tt4632316/,"After he is diagnosed with ALS, former professional football player Steve Gleason begins making a video diary for his unborn son, as he, his wife, and their friends and family work to raise money for ALS patients as his disease progresses.",110,,,,,R,0,96,90,"Jul 29, 2016",,"Oct 25, 2016",['documentary'],"['Will Staeger', 'Scott Fujita', 'Kevin Lake', 'Eddie Vedder', 'Mark Shapiro', 'Mike McCready', 'Clay Tweel', 'Kimi Culp', 'Steve Gleason', 'Seth Gordon', 'Mary Rohlich', 'Thomas McEachin', 'Drew Brees', 'Tom Lavia']",['Clay Tweel'],https://www.rottentomatoes.com/m/gleason_2016,0
I AM WRATH,2016,https://www.imdb.com/title/tt3212232/,Stanley Hill opens a can of brutal vengeance on the thugs who murdered his wife and the corrupt cops who are protecting them.,92,,,,,R,0,11,33,,,"Jul 26, 2016","['action', 'mysteryandthriller', 'drama', 'crime']","['Paul Sloan', 'Richard Salvatore', 'Patrick St. Esprit', 'Rob Carliner', 'Sam Trammell', 'Luis Da Silva Jr.', 'Nick Vallelonga', 'Patricia Eberle', 'Chuck Russell', 'Doris Morgado', 'Michael Mendelsohn', 'Richard Rionda Del Castro', 'Amanda Schull', 'Haim Mazar', 'Rebecca De Mornay', 'Christopher Meloni', 'Yvan Gauthier', 'John Travolta']",['Chuck Russell'],https://www.rottentomatoes.com/m/i_am_wrath,0
IN FABRIC,2018,https://www.imdb.com/title/tt7464188/,"In Fabric is a haunting ghost story set against the backdrop of a busy winter sales period in a department store and follows the life of a cursed dress as it passes from person to person, with devastating consequences.",118,,,"$197,592",Rook Films,R,0,91,50,"Dec 6, 2019",,"Nov 19, 2019","['comedy', 'horror']","['Barry Adamson', 'Sidse Babett Knudsen', 'Leo Bill', 'Andrew Starke', 'Steve Oram', 'Zsolt Páll', 'Jaygann Ayeh', 'Hayley Squires', 'Julian Barratt', 'Marianne Jean-Baptiste', 'Gwendoline Christie', 'Peter Strickland']",['Peter Strickland'],https://www.rottentomatoes.com/m/in_fabric,0
ISLE OF DOGS,2018,https://www.imdb.com/title/tt5104604/,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",101,,"$1,620,294,","$64,337,744",Indian Paintbrush,PG-13,0,90,87,"Apr 6, 2018",,"Jun 27, 2018","['animation', 'comedy', 'adventure']","['Bryan Cranston', 'Scarlett Johansson', 'Jeff Goldblum', 'Wes Anderson', 'Scott Rudin', 'Steven Rales', 'Henning Molfenter', 'Tilda Swinton', 'Bob Balaban', 'Bill Murray', 'Koyu Rankin', 'Liev Schreiber', 'Charlie Woebcken', 'Jeremy Dawson', 'Christopher Fisser', 'Tristan Oliver', 'Greta Gerwig', 'Edward Norton']",['Wes Anderson'],https://www.rottentomatoes.com/m/isle_of_dogs_2018,0
JOKER,2012,https://www.imdb.com/title/tt1918886/,"A space scientist working on a project to communicate with aliens visits a village called Paglapur. To improve the plight of the inhabitants of Paglapur, he comes up with a novel idea.",104,,"$105,366,","$5,494,896",Hari Om Entertainment Company,Not Rated,0,0,21,"Aug 31, 2012",,"Aug 3, 2018","['fantasy', 'adventure']","['Sonakshi Sinha', 'Shirish Kunder', 'Akshay Kumar', 'Chitrangda Singh']",['Shirish Kunder'],https://www.rottentomatoes.com/m/joker_3d,0
LEARNING TO DRIVE,2014,https://www.imdb.com/title/tt3062976/,"As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.",90,,"$66,015,","$5,967,516",Broad Green Pictures,R,1,66,58,"Aug 21, 2015",,"Aug 10, 2016","['comedy', 'drama', 'romance']","['Jake Weber', 'Thelma Schoonmaker', 'Dana Friedman', 'Matt Salinger', 'Dhani Harrison', 'Paul Hicks', 'Ben Kingsley', 'Daniel Hammond', 'Manuel Ruiz', 'Gabriel Hammond', 'Daniela Lavender', 'Samantha Bee', 'Patricia Clarkson', 'Grace Gummer', 'Dania Saragovia', 'John Hodgman', 'Sarah Kernochan', 'Sarita Choudhury', 'Isabel Coixet']",['Isabel Coixet'],https://www.rottentomatoes.com/m/learning_to_drive,1
MESKADA,2010,https://www.imdb.com/title/tt1461249/,"Passions run high when hope for a economically strapped town seems blocked by the investigation of a murdered kid, son of a county commissioner.",98,,,,Aliquot Films,R,0,33,29,"Dec 3, 2010",,"Nov 30, 2016","['drama', 'mysteryandthriller']","['Josh Sternfeld', 'Jonathan Tucker', 'Ron Stein', 'Norman Reedus', 'Michael Goodin', 'Nick Stahl', 'Shawn Rice', 'Jen Gatien', 'Jay Kubassek', 'Kellan Lutz', 'Rachel Nichols', 'Grace Gummer']",['Josh Sternfeld'],https://www.rottentomatoes.com/m/meskada,0
MR RIGHT,2015,https://www.imdb.com/title/tt2091935/,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",95,,,,,R,0,44,56,"Apr 8, 2016",,"Oct 4, 2016","['action', 'romance']","['Katie Nehra', 'Tim Roth', 'Jaiden Kaine', 'William C. Gallo', 'Anson Mount', 'Allen Church', 'James Ransone', 'Michael Eklund', 'Douglas M. Griffin', 'Bradley Gallo', 'Sam Rockwell', 'Max Landis', 'Rick Jacobs', 'Paco Cabezas', 'RZA', 'Michael A. Helfant', 'Anna Kendrick', 'Stephen Emery', 'Lawrence Mattis']",['Paco Cabezas'],https://www.rottentomatoes.com/m/mr_right_2016,0
ONE SMALL HITCH,2013,https://www.imdb.com/title/tt1937269/,"Josh's girlfriend wants to get married. Molly's boyfriend is married. Josh and Molly fly together to the wedding in Chicago, pretending to be engaged to make their parents happy. Comedy follows. Romance?",105,,,,,Not Rated,0,17,59,"Feb 6, 2015",,"Aug 10, 2016",['romance'],"['Ron Dean', 'Heidi Johanningmeier', 'Rebecca Spence', 'Dode B. Levenson', 'Brett Henenberg', 'Carol Burgess', 'Alycia Barohn', 'John Burgess', 'Shane McRae', 'Ryan Koscielniak', 'Daniel J. Travanti', 'Janet Ulrich Brooks', 'Robert Belushi', 'Tari Segal', 'Adri Siriwatt', 'Aubrey Dollar', 'Mary Jo Faraci']",['John Burgess'],https://www.rottentomatoes.com/m/one_small_hitch,0
RIFT,2017,https://www.imdb.com/title/tt6039372/,Two men in a secluded cabin are haunted by their dead relationship.,111,,,"$18,622",Hero Productions,,0,93,66,,,"Nov 21, 2017","['mysteryandthriller', 'gayandlesbian', 'drama', 'horror']","['Sigurður Þór Óskarsson', 'Böðvar Óttar Steindórsson', 'Baldvin Kári', 'Björn Stefánsson', 'Todd Slater', 'Einar Sv. Tryggvason', 'John Wakayama Carey', 'Bui Baldvinsson', 'Gunnar Helgi Guðjónsson', 'James Huntsman', 'Erlingur Thoroddsen', 'Guðmundur Ólafsson', 'Aðalbjörg Árnadóttir', 'Anna Eva Steindórsdóttir']",['Erlingur Thoroddsen'],https://www.rottentomatoes.com/m/rift,0
ST VINCENT,2014,https://www.imdb.com/title/tt2170593/,"A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door.",102,"$13,000,000","$109,878,","$54,837,234",Chernin Entertainment,PG-13,0,77,78,"Oct 24, 2014",,"Nov 30, 2016","['drama', 'comedy']","['Peter Chernin', 'Bob Weinstein', 'Kimberly Quinn', 'Dario Barosso', 'Theodore Melfi', 'Harvey Weinstein', 'Bill Murray', 'Jaeden Lieberher', 'Terrence Howard', 'Donna Mitchell', 'Fred Roos', 'Naomi Watts', ""Chris O'Dowd"", 'Dylan Sellars', 'Don Cheadle', 'Nate Corddry', 'Jenno Topping', 'Melissa McCarthy']",['Theodore Melfi'],https://www.rottentomatoes.com/m/st_vincent,0
STICK,1985,https://www.imdb.com/title/tt0090073/,"Released from prison, Stick meets up with a friend and joins him on a job delivering a bag. His friend gets killed in the setup. Stick gets away and is ready to forget all and see his daughter, but they won't forget.",109,"$22,000,000","$3,358,299,","$8,489,518",Universal Pictures,R,0,38,36,,,"Sep 11, 2015","['crime', 'drama']","['Candice Bergen', 'Richard Lawson', 'Castulo Guerra', 'George Segal', 'Burt Reynolds', 'Charles Durning', 'Jose Perez', 'Dar Robinson']",['Burt Reynolds'],https://www.rottentomatoes.com/m/stick,0
THE D TRAIN,2015,https://www.imdb.com/title/tt2690138/,The head of a high school reunion committee tries to get the most popular guy in school to attend their class' upcoming 20-year reunion.,101,,,,,R,0,53,23,"May 8, 2015",,"Nov 30, 2016","['comedy', 'drama']","['Jarrad Paul', 'Priyanka Mattoo', 'Mike White', 'Han Soto', 'Andrew Mogel', 'James Marsden', 'Russell Posner', 'Donna Duplantier', 'Jeffrey Tambor', 'Kyle Bornheimer', 'Matthew Medlin', 'Denise Williamson', 'Barnaby Thompson', 'Jack Black', 'David Bernad', 'Ben Latham-Jones', 'Kathryn Hahn']","['Jarrad Paul', 'Andrew Mogel']",https://www.rottentomatoes.com/m/d_train,0
THE HOBBIT THE BATTLE OF THE FIVE ARMIES,2014,https://www.imdb.com/title/tt2310332/,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,144,"$250,000,000","$54,724,334,","$956,019,788",New Line Cinema,PG-13,1,59,74,"Dec 17, 2014",,"Oct 20, 2015","['action', 'fantasy', 'adventure']","['Richard Armitage', 'Ken Stott', 'Evangeline Lilly', 'Zane Weiner', 'Ian McKellen', 'Lee Pace', 'Philippa Boyens', 'Guillermo del Toro', 'Martin Freeman', 'Luke Evans', 'Cate Blanchett', 'Fran Walsh', 'Carolynne Cunningham', 'Alan Horn', 'James Nesbitt', 'Peter Jackson', 'Benedict Cumberbatch']",['Peter Jackson'],https://www.rottentomatoes.com/m/the_hobbit_the_battle_of_the_five_armies,1
THE LIABILITY,2012,https://www.imdb.com/title/tt2081437/,"When 19-year-old Adam agrees to do a day's driving for his mum's gangster boyfriend Peter, it takes him on a 24-hour journey into a nightmarish world of murder, sex trafficking and revenge, in the company of aging hit man Roy.",82,,,,,R,0,61,35,,,"May 23, 2016","['action', 'mysteryandthriller']","['Carlo Dusi', 'Rupert Jermyn', 'Tim Roth', 'Christopher Hatherall', 'Richard Johns', 'Jack McBride', 'Craig Viveiros', 'John Wrathall', 'Kierston Wareing', 'Talulah Riley', 'Clive Shaw', 'Victoria Wijeratne', ""Jack O'Connell"", 'Peter Mullan', 'Martin Gentles', 'James Friend', 'Sean Kelly', 'Lee Brazier', 'Jenny Pike']",['Craig Viveiros'],https://www.rottentomatoes.com/m/the_liability_2013,0
THE WOLFMAN,2010,https://www.imdb.com/title/tt0780653/,"Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.",103,"$150,000,000","$31,479,235,","$139,789,765",Universal Pictures,R,1,34,33,"Feb 12, 2010",,"Nov 18, 2016","['horror', 'action', 'mysteryandthriller']","['Andrew Kevin Walker', 'Nicholas Day', 'Simon Merrells', 'Cristina Contes', 'Rick Yorn', 'Sean Daniel', 'David Self', 'Ryan Kavanaugh', 'Bill Carraro', 'Art Malik', 'Jonathan Mone', 'Joe Johnston', 'Geraldine Chaplin', 'Anthony Hopkins', 'Michael Cronin', 'Emily Blunt', 'Scott Stuber', 'Hugo Weaving', 'Benicio Del Toro']",['Joe Johnston'],https://www.rottentomatoes.com/m/1194949-wolfman,1
THE WRECKING CREW,2008,https://www.imdb.com/title/tt1185418/,"A celebration of the musical work of a group of session musicians known as ""The Wrecking Crew"", a band that provided back-up instrumentals to such legendary recording artists as Frank Sinatra, The Beach Boys and Bing Crosby.",101,,"$56,858,","$801,606",Lunch Box Entertainment,PG,0,95,84,"Mar 13, 2015",,"Oct 4, 2016","['music', 'documentary']","['Cher', 'Denny Tedesco', 'Suzie Greene Tedesco', 'Nancy Sinatra', 'Jerry Moss', 'Dennis Joyce', 'Brian Wilson', 'Jon Leonoudakis', 'Micky Dolenz', 'Cliff Burnstein', 'Jon Leonudakis', 'Claire Scanlon', 'Glen Campbell', 'Herb Alpert', 'Dick Clark']",['Denny Tedesco'],https://www.rottentomatoes.com/m/1200743-wrecking_crew,0
TINKER TAILOR SOLDIER SPY,2011,https://www.imdb.com/title/tt1340800/,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.",122,"GBP20,000,000","$310,562,","$81,529,126",StudioCanal,R,1,83,65,"Jan 6, 2012",,"Dec 1, 2015",['mysteryandthriller'],"['Tom Hardy', 'Gary Oldman', 'John Hurt', 'Stephen Graham', 'Tomas Alfredson', 'Toby Jones', 'Tim Bevan', 'Liza Chasin', 'John le Carré', 'Ron Halpern', 'David Dencik', 'Robyn Slovo', 'Eric Fellner', 'Ciarán Hinds', 'Debra Hayward', 'Colin Firth', ""Bridget O'Connor"", 'Peter Straughan', 'Kathy Burke', 'Benedict Cumberbatch']",['Tomas Alfredson'],https://www.rottentomatoes.com/m/tinker_tailor_soldier_spy,0
WE ARE BOATS,2018,https://www.imdb.com/title/tt5664222/,Lives intertwine and connect when Francesca navigates through the living world by encountering strangers at the exact moment she needs to.,108,,,,Zombot Pictures,,0,50,55,"Mar 8, 2019",,"Mar 26, 2019","['fantasy', 'drama']","['Booboo Stewart', 'Justin Cornwell', 'Angela Sarafyan', 'Anya Remizova', 'Uzo Aduba', 'Adriana Mather', 'Amanda Plummer', 'Gaia Weiss', 'Luke Hemsworth', 'Jack Falahee', 'James Bird', 'Graham Greene', 'Stefan Colson']",['James Bird'],https://www.rottentomatoes.com/m/we_are_boats,0
12 STRONG,2018,https://www.imdb.com/title/tt1413492/,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",130,"$35,000,000","$15,815,025,","$67,450,815",Alcon Entertainment,R,0,51,62,"Jan 19, 2018",,"Apr 3, 2018","['drama', 'war']","['Nicolai Fuglsig', 'Andrew A. Kosove', 'Trevante Rhodes', 'Geoff Stults', 'Broderick Johnson', 'Navid Negahban', 'Michael Peña', 'Trent Luckinbill', 'Austin Stowell', 'Jerry Bruckheimer', 'Austin Hébert', 'Michael Shannon', 'Ted Tally', 'Molly Smith', 'Thad Luckinbill', ""Ben O'Toole"", 'Chad Oman', 'Peter Craig', 'Chris Hemsworth']",['Nicolai Fuglsig'],https://www.rottentomatoes.com/m/12_strong,0
56 UP,2012,https://www.imdb.com/title/tt2147134/,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,144,,"$22,088,","$701,278",ITV Studios,Not Rated,0,99,76,"Jan 4, 2013",,"Aug 10, 2016",['documentary'],"['Kim Horton', 'Andre Gillooley', 'Jacqueline Bassett', 'Andrew Brackfield', 'Stuart Bedford', 'Michael Apted', 'George Jesse Turner', 'Symon Basterfield', 'Claire Lewis', 'Rik Curtis', 'Alexander Gardiner', 'John Brisby', 'Bruce Balden', 'Paul Almond']","['Michael Apted', 'Paul Almond']",https://www.rottentomatoes.com/m/56_up,0
A WALK IN THE WOODS,2015,https://www.imdb.com/title/tt1178665/,"After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte).",104,"$8,000,000","$8,246,267,","$37,461,274",Route One Entertainment,R,1,47,48,"Sep 2, 2015",,"Oct 11, 2016","['comedy', 'adventure']","['Kristen Schaal', 'Nick Nolte', 'Sandra Ellis Lafferty', 'Ken Kwapis', 'Jeremiah Samuels', 'Emma Thompson', 'Jay Stern', 'Russell Levine', 'Chip Diggins', 'Randall Newsome', 'Nick Offerman', 'Robert Redford', 'Bill Holderman', 'Chrystee Pharris', 'R. Keith Harris', 'Mary Steenburgen', 'Jake Eberts', 'Rick Kerb']",['Ken Kwapis'],https://www.rottentomatoes.com/m/a_walk_in_the_woods_2015,1
AMERICAN SNIPER,2014,https://www.imdb.com/title/tt2179136/,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",133,"$58,800,000","$633,456,","$547,426,372",Warner Bros.,R,1,72,84,"Jan 16, 2015",,"Apr 19, 2016","['drama', 'biography', 'war']","['Luke Grimes', 'Bradley Cooper', 'Navid Negahban', 'Max Charles', 'Clint Eastwood', 'Tim Moore', 'Sienna Miller', ""Keir O'Donnell"", 'Kyle Gallner', 'Peter Morgan', 'Robert Lorenz', 'Sheroum Kim', 'Andrew Lazar', 'Jason Dean Hall', 'Cory Hardrict', 'Sam Jaeger', 'Jake McDorman']",['Clint Eastwood'],https://www.rottentomatoes.com/m/american_sniper,0
ATTACK THE BLOCK,2011,https://www.imdb.com/title/tt1478964/,A teen gang in South London defend their block from an alien invasion.,88,"$13,000,000","$139,506,","$6,206,022",Screen Gems,R,0,90,75,"Jul 29, 2011",,"Mar 9, 2014","['action', 'comedy', 'scifi']","['John Boyega', 'Luke Treadaway', 'Edgar Wright', 'Matthew Justice', 'Jenny Borgars', 'Leeon Jones', 'Nira Park', 'Jumayn Hunter', 'Jodie Whittaker', 'Tessa Ross', 'Joe Cornish', 'Olivier Courson', 'James Wilson', 'Nick Frost', 'Franz Drameh', 'Simon Howard', 'Alex Esmail', 'Will Clarke']",['Joe Cornish'],https://www.rottentomatoes.com/m/attack_the_block,0
BRIDESMAIDS,2011,https://www.imdb.com/title/tt1478338/,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",125,"$32,500,000","$26,247,410,","$288,383,523",Universal Pictures,R,0,90,76,"May 13, 2011",,"Mar 1, 2013",['comedy'],"['Ellie Kemper', 'Rebel Wilson', 'Annie Mumolo', 'Judd Apatow', 'Clayton Townsend', 'William Kerr', 'Robert D. Yeoman', 'Barry Mendel', 'Maya Rudolph', 'Kristen Wiig', 'Jill Clayburgh', 'Rose Byrne', 'Paul Feig', 'Matt Lucas', 'Wendi McLendon-Covey', ""Chris O'Dowd"", 'Michael L. Sale', 'Melissa McCarthy']",['Paul Feig'],https://www.rottentomatoes.com/m/bridesmaids_2011,0
BURMA VJ REPORTING FROM A CLOSED COUNTRY,2008,https://www.imdb.com/title/tt1333634/,"Using smuggled footage, this documentary tells the story of the 2007 protests in Burma by thousands of monks.",84,,"$5,554,","$127,063",Kamoli Films,Unrated,0,97,91,"May 20, 2009",,"Jan 3, 2019",['documentary'],"['Anders Østergaard', 'Conny Malmqvist', 'George W. Bush', 'Jan Krogsgaard', 'Lise Lense-Møller']",['Anders Østergaard'],https://www.rottentomatoes.com/m/burma-vj,0
BY THE GRACE OF GOD,2018,https://www.imdb.com/title/tt8095860/,"Three men, abused by the same priest during their childhood, engage in a fight for justice that will expose their personal experiences and question their life with their wife, family, and colleagues.",137,,,,,,0,96,75,"Oct 18, 2019",,"Feb 18, 2020",['drama'],"['François Ozon', 'Éric Caravaca', 'Eric Altmayer', 'Melvil Poupaud', 'Nicolas Altmayer', 'François Marthouret', 'Denis Menochet', 'Hélène Vincent', 'Swann Arlaud', 'Bernard Verley', 'Josiane Balasko']",['François Ozon'],https://www.rottentomatoes.com/m/by_the_grace_of_god_2019,0
CAN YOU KEEP A SECRET,2019,https://www.imdb.com/title/tt8707922/,"Thinking they're about to crash, Emma spills her secrets to a stranger on a plane. At least, she thought he was a stranger...Until she later meets Jack, her company's young CEO, who now knows every humiliating detail about her. Based on the blockbuster NYT bestseller.",94,,,"$1,378,160",BCDF Pictures,Not Rated,0,29,38,"Sep 13, 2019",,"Sep 13, 2019",['romance'],"['Autumn Eakin', 'Charles Miller', 'Laverne Cox', 'Alexandra Daddario', 'Brice Dal Farra', 'Jeff Cardoni', 'Tyler Hoechlin', 'Kate Easton', 'Brian Keady', 'Peter Hutchings', 'Nathaniel Krause', 'Sam Asghari', 'Kimiko Glenn', 'Judah Friedlander', 'Sunita Mani', 'Elise Duran', 'Claude Dal Farra']",['Elise Duran'],https://www.rottentomatoes.com/m/can_you_keep_a_secret,0
